bike_route_name,street_name,bikeway_type,subtype,status,surface_type,snow_removal,segment_length,latitude,longitude,Province
Burrard,Burrard,Protected Bike Lanes,SL,Active,Paved,Yes,,49.287383112778926,-123.1166295,BC
Davie,Davie,Painted Lanes,NB,Active,Paved,Yes,,49.27352098010627,-123.1205951,BC
Cypress,Adera,Local Street,,Active,Paved,No,,49.211202050796736,-123.1436014,BC
67th Ave,W 67th Ave,Local Street,,Active,Paved,No,,49.21078677121037,-123.1339645,BC
Ridgeway,Vine,Local Street,,Active,Paved,No,,49.24196200074409,-123.1596551,BC
Balaclava,Galiano Road,Local Street,,Active,Paved,No,,49.25462098911303,-123.1763705,BC
Adanac,Union,Local Street,,Active,Paved,Yes,,49.277325129568226,-123.0803195,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.24780341284377,-123.1204218,BC
BC Parkway,Gladstone,Local Street,,Active,Paved,No,,49.250986971496715,-123.0598165,BC
SW Marine,SW Marine Drive,Painted Lanes,PBT,Active,Paved,Yes,,49.22344942908943,-123.1631537,BC
Midtown/Ridgeway,E 37th Ave,Local Street,,Active,Paved,No,,49.23649729254888,-123.0860929,BC
Hornby,Hornby,Protected Bike Lanes,SL,Active,Paved,Yes,,49.28471185578185,-123.1186498,BC
Ridgeway,Quadra,Local Street,,Active,Paved,No,,49.25533055240655,-123.1792167,BC
Portside,Wall,Local Street,,Active,Paved,Yes,,49.292055567677885,-123.0500629,BC
Seaside,Point Grey Rd,Protected Bike Lanes,SL,Active,Paved,Yes,,49.271493550934515,-123.1899069,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.225344420739106,-123.0975313,BC
Pacific,Pacific St,Protected Bike Lanes,SL,Active,Paved,No,,49.281097661897945,-123.1387497,BC
Balaclava,W 19th Ave,Local Street,,Active,Paved,No,,49.25553932083941,-123.1752485,BC
67th Ave,W 67th Ave,Local Street,,Active,Paved,No,,49.210857483138895,-123.1387948,BC
Comox-Helmcken,Comox,Local Street,,Active,Paved,Yes,,49.29012449857509,-123.1419452,BC
Kent,Kent Ave,Protected Bike Lanes,R,Active,Paved,No,,49.20552567525891,-123.0357383,BC
Kent,Boundary,Local Street,,Active,Paved,No,,49.204835031759586,-123.0233754,BC
Gladstone,Gladstone,Local Street,,Active,Paved,No,,49.24943897405859,-123.0604551,BC
49th Ave,W 49th Ave,Protected Bike Lanes,SL,Active,Paved,Yes,,49.226155427829354,-123.1175898,BC
Balaclava,Carnarvon,Local Street,,Active,Paved,No,,49.23603517960711,-123.1730414,BC
Hastings Park,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.28129628315147,-123.0388166,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.231239835334144,-123.1057361,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.25495829111099,-123.0965505,BC
Beatty,Beatty,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27742396932837,-123.1142194,BC
Inverness,Inverness,Local Street,,Active,Paved,No,,49.21668355148012,-123.0800884,BC
Arbutus Greenway,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.236431895039544,-123.1552224,BC
Hillcrest,E 31st Ave,Local Street,,Active,Paved,No,,49.242517459945496,-123.0842305,BC
Ontario,Ontario,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.261389507267495,-123.1049647,BC
Yukon,Yukon,Local Street,,Active,Paved,No,,49.25709005545709,-123.1131287,BC
Ridgeway,W 18th Ave,Local Street,,Active,Paved,No,,49.256464726744895,-123.1805162,BC
Burrard,Burrard,Protected Bike Lanes,SL,Active,Paved,Yes,,49.28789645487381,-123.1158526,BC
Cypress,Cypress,Protected Bike Lanes,OSB,Active,Paved,No,,49.25431674673573,-123.1484748,BC
Dunbar,Dunbar,Painted Lanes,NB,Active,Paved,Yes,,49.243321028728126,-123.1852512,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.25634177578684,-123.1743769,BC
Portside,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.287841619603064,-123.0334832,BC
Richards,Richards,Protected Bike Lanes,R,Active,Paved,Yes,,49.27667000070212,-123.1230416,BC
Expo,Expo Blvd,Painted Lanes,NB,Active,Paved,Yes,,49.27870442797949,-123.1081702,BC
Kerr,Kerr,Painted Lanes,PBP,Active,Paved,Yes,,49.216840332083095,-123.0414484,BC
Yukon,Yukon,Local Street,,Active,Paved,No,,49.25470264123612,-123.1125817,BC
Ridgeway,E 45th Ave,Local Street,,Active,Paved,Yes,,49.22937890209071,-123.0532802,BC
Off-Broadway,E 8th Ave,Protected Bike Lanes,OSB,Active,Paved,No,,49.26321811177002,-123.0681512,BC
Gladstone,Gladstone,Protected Bike Lanes,R,Active,Paved,No,,49.24346676999821,-123.0619202,BC
King Edward,W KING EDWARD AV,Painted Lanes,PBP,Active,Paved,,,49.25001643121888,-123.1743032,BC
Mosaic,E 14th Ave,Local Street,,Active,Paved,No,,49.25776415,-123.0715197,BC
45th Ave,W 46th Ave,Local Street,,Active,Paved,No,,49.22924058788006,-123.1264583,BC
Pacific,Pacific Blvd,Painted Lanes,NB,Active,Paved,Yes,,49.27403964865631,-123.1155498,BC
Valley,Trafalgar,Local Street,,Active,Paved,Yes,,49.26309888,-123.1647054,BC
Northern,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.26947072,-123.0862953,BC
Off-Broadway,E 7th Ave,Local Street,,Active,Paved,No,,49.26421186548695,-123.0745076,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.237402244815286,-123.1205069,BC
Rupert,Rupert,Painted Lanes,PBP,Active,Paved,Yes,,49.25709923686589,-123.0337792,BC
Beach,BEACH AV,Protected Bike Lanes,SL,Active,Paved,Yes,,49.279860114939474,-123.1377189,BC
King Edward,W KING EDWARD AV,Painted Lanes,PBP,Active,Paved,,,49.25005959251388,-123.1848651,BC
63rd Ave,W 63rd Ave,Local Street,,Active,Paved,Yes,,49.213173603763536,-123.1148241,BC
45th Ave,W 45th Ave,Local Street,,Active,Paved,No,,49.229580415615295,-123.1095861,BC
Richards,Richards,Protected Bike Lanes,R,Active,Paved,Yes,,49.277460727755994,-123.1218462,BC
Wales Duchess,Wales,Local Street,,Active,Paved,No,,49.23121767355079,-123.0516452,BC
45th Ave,W 45th Ave,Local Street,,Active,Paved,No,,49.23086506625075,-123.1560318,BC
Burrard,Burrard,Painted Lanes,NB,Active,Paved,Yes,,49.283827782578385,-123.1220047,BC
Cypress,Angus Drive,Local Street,,Active,Paved,No,,49.22377198949662,-123.1480781,BC
Hillcrest,E 30th Ave,Local Street,,Active,Paved,No,,49.24327823990301,-123.1010126,BC
Seaside,Coal Harbor Seawalk,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.29093409739619,-123.1258881,BC
Nanaimo,Nanaimo St.,Painted Lanes,PBP,Active,Paved,Yes,,49.28230551998449,-123.0565452,BC
Seaside,Point Grey Rd,Local Street,,Active,Paved,Yes,,49.271219308571744,-123.1746864,BC
CHOY YUEN,CHOY YUEN CRESCENT,Protected Bike Lanes,R,Active,Paved,No,,49.23215711468505,-123.1212849,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.23411658332121,-123.0971697,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.246369455976065,-123.175717,BC
Kent,W Kent Ave North,Protected Bike Lanes,SL,Active,Paved,No,,49.20590709825526,-123.1182193,BC
Windsor,Windsor,Local Street,,Active,Paved,No,,49.24524539792203,-123.0839541,BC
Off-Broadway,W 7th Ave,Local Street,,Active,Paved,No,,49.26528468,-123.1346122,BC
Ridgeway,Yew,Local Street,,Active,Paved,No,,49.23907791250673,-123.1582578,BC
Arbutus Greenway,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.26075476506991,-123.1524874,BC
Midtown/Ridgeway,E 37th Ave,Protected Bike Lanes,OSB,Active,Paved,No,,49.237071262644264,-123.0927716,BC
Smithe,Smithe,Protected Bike Lanes,SL,Active,Paved,Yes,,49.277739700144295,-123.1174496,BC
Beach,BEACH AV,Protected Bike Lanes,SL,Active,Paved,Yes,,49.28196224715301,-123.1400844,BC
SW Marine,SW Marine Drive,Painted Lanes,PBT,Active,Paved,Yes,,49.232210579776286,-123.1896506,BC
Seaside Bypass,W 1st Ave,Protected Bike Lanes,SL,Active,Paved,No,,49.27129704667367,-123.1404294,BC
Dumfries,Dumfries,Local Street,,Active,Paved,No,,49.24090363758751,-123.0736188,BC
Ridgeway,Discovery,Local Street,,Active,Paved,No,,49.25987376338198,-123.2031569,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.24804768917128,-123.0967956,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.22114084933385,-123.0976386,BC
Cypress,Cypress,Local Street,,Active,Paved,Yes,,49.266856140884315,-123.1480124,BC
Masumi Mitsui Greenway,W 59th Ave,Local Street,,Active,Paved,No,,49.217268031780705,-123.1347728,BC
Ridgeway,E 45th Ave,Local Street,,Active,Paved,No,,49.22923037301792,-123.0240236,BC
Off-Broadway,W 7th Ave,Local Street,,Active,Paved,Yes,,49.26499297025892,-123.1164471,BC
Mosaic,Woodland Drive,Local Street,,Active,Paved,No,,49.25902442043086,-123.0736964,BC
Portside,Bridgeway,Painted Lanes,NB,Active,Paved,No,,49.28508803983345,-123.032804,BC
Adanac,Adanac,Local Street,,Active,Paved,Yes,,49.277461166876826,-123.0532718,BC
22nd Ave,E 22nd Ave,Shared Lanes,,Active,Paved,Yes,,49.250634707596845,-123.0239286,BC
Inverness,Inverness,Local Street,,Active,Paved,No,,49.22511263549154,-123.0800589,BC
10th Ave,W 10th Ave,Local Street,,Active,Paved,Yes,,49.262066578842784,-123.1041774,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.23733958867409,-123.1187167,BC
Balaclava,W 16th Ave,Local Street,,Active,Paved,No,,49.25775817614251,-123.1742848,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.22062408805095,-123.1237774,BC
Mosaic,Woodland Drive,Local Street,,Active,Paved,Yes,,49.26678721544348,-123.0735463,BC
Sunrise,Slocan,Shared Lanes,,Active,Paved,Yes,,49.24503669030814,-123.0496404,BC
10th Ave,W 10th Ave,Local Street,,Active,Paved,Yes,,49.26265764219557,-123.1401806,BC
Wales Duchess,Wales,Local Street,,Active,Paved,No,,49.23153901271897,-123.0516504,BC
22nd Ave,E 22nd Ave,Painted Lanes,NB,Active,Paved,Yes,,49.250658956510875,-123.0534059,BC
Cambie,Cambie,Protected Bike Lanes,SL,Active,Paved,Yes,,49.28344349046741,-123.109151,BC
Mosaic,Woodland Drive,Local Street,,Active,Paved,No,,49.25975829443743,-123.073682,BC
BC Parkway,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.24461828867766,-123.0485809,BC
Ridgeway,Quesnel Drive,Local Street,,Active,Paved,No,,49.25168807356752,-123.1738067,BC
Masumi Mitsui Greenway,Upland Drive,Local Street,,Active,Paved,No,,49.21801732921566,-123.0626739,BC
Cambie Bridge,Cambie Bridge,Protected Bike Lanes,R,Active,Paved,Yes,,49.27346949766342,-123.1146877,BC
Cardero,Cardero,Local Street,,Active,Paved,No,,49.283763622632605,-123.1408678,BC
14th Ave,E 14th Ave,Local Street,,Active,Paved,No,,49.25841072754705,-123.1021054,BC
Dunsmuir,Dunsmuir,Protected Bike Lanes,SL,Active,Paved,Yes,,49.282825462119035,-123.1151774,BC
Midtown,W 39th Ave,Local Street,,Active,Paved,No,,49.236448545130514,-123.1889091,BC
Stanley Park,Stanley Park Dr,Shared Lanes,,Active,Paved,No,,49.31177088036432,-123.1428119,BC
Cypress,Cypress,Protected Bike Lanes,SL,Active,Paved,Yes,,49.26915639183823,-123.1479259,BC
Blanca,Blanca,Painted Lanes,PBT,Active,Paved,Yes,,49.26502449492672,-123.2151719,BC
East Side Cross Cut,Lillooet St,Local Street,,Active,Paved,No,,49.27374764383366,-123.0388904,BC
Hastings,W HASTINGS ST,Protected Bike Lanes,R,Active,Paved,No,,49.28984342753894,-123.1263218,BC
Homer,Homer,Painted Lanes,NB,Active,Paved,Yes,,49.280029785405794,-123.1160374,BC
Masumi Mitsui Greenway,Upland Drive,Local Street,,Active,Paved,No,,49.21803304462853,-123.0636708,BC
45th Ave,E 45th Ave,Local Street,,Active,Paved,No,,49.22908200185631,-123.0825981,BC
Pandora,PANDORA ST,Local Street,,Active,Paved,No,,49.28297281124976,-123.0480144,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.23734354169937,-123.1067008,BC
Musqueam Park Trail,,Protected Bike Lanes,OSS,Active,,No,,49.22628942685394,-123.1910901,BC
Hillcrest,E 31st Ave,Local Street,,Active,Paved,No,,49.2426792,-123.0955238,BC
Arbutus Greenway,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.21138354545785,-123.1458771,BC
45th Ave,Nanaimo,Local Street,,Active,Paved,No,,49.22787660202989,-123.0590663,BC
Midtown/Ridgeway,E 37th Ave,Local Street,,Active,Paved,No,,49.23648733,-123.0852619,BC
Off-Broadway,W 7th Ave,Local Street,,Active,Paved,No,,49.26517502951267,-123.1277235,BC
Windsor,Windsor,Local Street,,Active,Paved,No,,49.24611126700421,-123.083932,BC
Arbutus Greenway,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.20725713749693,-123.1437488,BC
Seaside Bypass,W 1st Ave,Protected Bike Lanes,SL,Active,Paved,No,,49.27077507624432,-123.1416333,BC
Quebec,Quebec,Protected Bike Lanes,R,Active,Paved,Yes,,49.26992763737663,-123.1026714,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.26795669192968,-123.0619174,BC
Central Valley,Grandview Hwy North,Protected Bike Lanes,SL,Active,Paved,Yes,,49.26461131692803,-123.0723368,BC
Sunrise,Vivian St,Local Street,,Active,Paved,No,,49.22509539664036,-123.0503066,BC
Fraser River Trail,Off Street,Protected Bike Lanes,OSS,Active,Unpaved,No,,49.21531232137279,-123.1666928,BC
Seaside,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.267874034366656,-123.1193799,BC
Highbury,Highbury,Local Street,,Active,Paved,No,,49.271120623053406,-123.1875197,BC
Dunbar,Dunbar,Painted Lanes,NB,Active,Paved,Yes,,49.25263951639599,-123.1851595,BC
Seaside,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.271569215778946,-123.1254168,BC
Sunrise,Elliott,Local Street,,Active,Paved,Yes,,49.20733523371184,-123.0568595,BC
Pandora,WOODLAND DRIVE,Local Street,,Active,Paved,No,,49.28244067923736,-123.072598,BC
Nanaimo,Nanaimo St.,Painted Lanes,PBP,Active,Paved,Yes,,49.28138679136066,-123.056549,BC
Midtown/Ridgeway,E 37th Ave,Local Street,,Active,Paved,No,,49.23642817035638,-123.0804236,BC
Dunsmuir,Dunsmuir Viaduct,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27907329805443,-123.1093632,BC
Seaside Bypass,Moberly Rd,Local Street,,Active,Paved,No,,49.26655891621817,-123.1198643,BC
Hornby,Hornby,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27789284198369,-123.128958,BC
45th Ave,W 45th Ave,Local Street,,Active,Paved,No,,49.23089376643116,-123.1579841,BC
Hastings Park,Off Street,Protected Bike Lanes,OSB,Active,Paved,No,,49.28565797445439,-123.0332813,BC
Cardero,Cardero,Shared Lanes,,Active,Paved,No,,49.29035293339155,-123.1309117,BC
Arbutus Greenway,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.26646553,-123.1444703,BC
Yukon,Yukon,Local Street,,Active,Paved,No,,49.251465406648435,-123.1127253,BC
Balaclava,Carnarvon,Local Street,,Active,Paved,No,,49.24218623779156,-123.1729993,BC
Midtown/Ridgeway,E 37th Ave,Protected Bike Lanes,OSS,Active,Paved,No,,49.23641454317739,-123.0794015,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.237138631208595,-123.1145733,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.23619123641013,-123.1055326,BC
Off-Broadway,W 8th Ave,Local Street,,Active,Paved,Yes,,49.26531701992971,-123.1913746,BC
29th Ave,Nanton,Local Street,,Active,Paved,No,,49.246315057305594,-123.1280078,BC
Balaclava,Carnarvon,Local Street,,Active,Paved,No,,49.24035372318143,-123.1730175,BC
Seaside,Stanley Park Drive,Protected Bike Lanes,SL,Active,Paved,Yes,,49.29062863482864,-123.146416,BC
29th Ave,W 29th Ave,Local Street,,Active,Paved,No,,49.24617760090129,-123.1863118,BC
Yukon,Yukon,Local Street,,Active,Paved,No,,49.24924170405557,-123.1128217,BC
Windsor,Glen Drive,Local Street,,Active,Paved,No,,49.26474836643289,-123.0813195,BC
East Side Cross Cut,Lillooet St,Local Street,,Active,Paved,No,,49.26973056377516,-123.0389528,BC
Homer,Homer,Painted Lanes,NB,Active,Paved,Yes,,49.27664730583405,-123.1211569,BC
Expo,Expo Blvd,Painted Lanes,NB,Active,Paved,Yes,,49.27758965772324,-123.1036973,BC
Heather,W 52nd Ave,Local Street,,Active,Paved,No,,49.22339095745762,-123.1219801,BC
Valley,Valley Drive,Local Street,,Active,Paved,No,,49.25731599683896,-123.1647994,BC
29th Ave,W 29th Ave,Local Street,,Active,Paved,No,,49.24620616555954,-123.1929474,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.23831519,-123.1566415,BC
Cypress,Cypress,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27003773264431,-123.1478925,BC
Cassiar,Cassiar,Local Street,,Active,Paved,No,,49.280564667691735,-123.0308409,BC
67th Ave,W 68th Ave,Local Street,,Active,Paved,No,,49.21051849865033,-123.1407807,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.23814457786195,-123.1454122,BC
Off-Broadway,W 8th Ave,Local Street,,Active,Paved,Yes,,49.26565005009456,-123.2136123,BC
Rupert,Rupert,Painted Lanes,PBP,Active,Paved,Yes,,49.249217036137715,-123.0338067,BC
Cassiar,Cassiar,Local Street,,Active,Paved,No,,49.27784357951936,-123.0308325,BC
Ridgeway,W 18th Ave,Local Street,,Active,Paved,No,,49.25649267687997,-123.1874576,BC
Gladstone,Gladstone,Local Street,,Active,Paved,No,,49.23915226270754,-123.0629004,BC
Inverness,Inverness,Local Street,,Active,Paved,No,,49.21521979617489,-123.0801062,BC
45th Ave,E 45th Ave,Local Street,,Active,Paved,No,,49.22936714465149,-123.1012061,BC
BC Parkway,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.2554625,-123.0601598,BC
14th Ave,W 14th Ave,Local Street,,Active,Paved,No,,49.25868562877564,-123.1120929,BC
Seaside Bypass,Lamey's Mill Rd,Local Street,,Active,Paved,Yes,,49.26775152427193,-123.1359461,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.271866163695336,-123.0618417,BC
Wales Duchess,Todd,Local Street,,Active,Paved,No,,49.24229459116002,-123.045824,BC
Haro,Smithe,Protected Bike Lanes,SL,Active,Paved,Yes,,49.28344180221443,-123.1254187,BC
SW Marine,SW Marine Drive,Painted Lanes,PBT,Active,Paved,Yes,,49.22075112598147,-123.1585796,BC
Pacific,Pacific St,Painted Lanes,NB,Active,Paved,Yes,,49.27332690941242,-123.1267911,BC
Burrard,Burrard,Painted Lanes,NB,Active,Paved,Yes,,49.28685562983567,-123.1174261,BC
Mosaic,Woodland Drive,Local Street,,Active,Paved,Yes,,49.27239121484231,-123.0734391,BC
45th Ave,E 45th Ave,Local Street,,Active,Paved,No,,49.22904975062336,-123.0801559,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.256762842917865,-123.0964875,BC
10th Ave,W 10th Ave,Protected Bike Lanes,SL,Active,Paved,Yes,,49.262921527305664,-123.1562524,BC
Homer,Homer,Painted Lanes,NB,Active,Paved,Yes,,49.27788522070394,-123.1192839,BC
Richards,Richards,Protected Bike Lanes,R,Active,Paved,Yes,,49.28065962771534,-123.1170123,BC
Pandora,PANDORA ST,Local Street,,Active,Paved,No,,49.28301934880136,-123.0626385,BC
Highbury,Highbury,Local Street,,Active,Paved,No,,49.266521201908176,-123.187702,BC
45th Ave,E 45th Ave,Local Street,,Active,Paved,No,,49.22907937602987,-123.0841367,BC
Midtown,E 29th Ave,Shared Lanes,,Active,Paved,Yes,,49.24455865525027,-123.0341032,BC
York,York Ave,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27159982698048,-123.149036,BC
Kent,SE Marine Drive,Protected Bike Lanes,OSS,Active,Paved,No,,49.21106161653998,-123.075082,BC
King Edward,W King Edward,Painted Lanes,PBP,Active,Paved,Yes,,49.24916405382753,-123.1608588,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.21473972150182,-123.1239783,BC
Cypress,Angus Drive,Local Street,,Active,Paved,No,,49.244547028473065,-123.145462,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.28220537333527,-123.0616927,BC
Melville/Dunsmuir,Dunsmuir,Painted Lanes,NB,Active,Paved,Yes,,49.285051237308046,-123.1186171,BC
Sunrise,Earles,Local Street,,Active,Paved,Yes,,49.234382394222855,-123.0487859,BC
Off-Broadway,W 7th Ave,Local Street,,Active,Paved,No,,49.265434,-123.1438904,BC
Midtown,W 39th Ave,Local Street,,Active,Paved,No,,49.23644141732506,-123.186427,BC
Dumfries,Dumfries,Local Street,,Active,Paved,No,,49.24608528925937,-123.0734446,BC
Bute,Bute,Local Street,,Active,Paved,No,,49.282311006086715,-123.1325617,BC
Mosaic,Woodland Drive,Local Street,,Active,Paved,Yes,,49.273743692734485,-123.0734224,BC
Rupert,Rupert,Painted Lanes,PBP,Active,Paved,Yes,,49.24668317551079,-123.0338235,BC
29th Ave,W 29th Ave,Local Street,,Active,Paved,No,,49.24792189908748,-123.2021883,BC
Dunbar,Dunbar,Painted Lanes,NB,Active,Paved,Yes,,49.25444907002904,-123.1851415,BC
Fraser River Trail,Off Street,Protected Bike Lanes,OSS,Active,Unpaved,No,,49.201726492592144,-123.0248559,BC
Masumi Mitsui Greenway,Lynbrook Drive,Local Street,,Active,Paved,No,,49.21709342,-123.0516241,BC
Inverness,Inverness,Local Street,,Active,Paved,No,,49.21487498,-123.0801122,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.25744853810579,-123.1743654,BC
Cassiar,Cassiar,Local Street,,Active,Paved,No,,49.28643988073373,-123.0302454,BC
Mosaic,William,Local Street,,Active,Paved,Yes,,49.27398647802695,-123.0739415,BC
Marine Way,Marine Way,Protected Bike Lanes,R,Active,Paved,No,,49.207317454657776,-123.0378448,BC
Seaside Bypass,W 1st Ave,Local Street,,Active,Paved,No,,49.27064241625314,-123.1443142,BC
Wales Duchess,Duchess,Local Street,,Active,Paved,No,,49.24101049112998,-123.0504721,BC
Valley,Valley Drive,Local Street,,Active,Paved,No,,49.24500224076356,-123.1528446,BC
29th Ave,Nanton,Local Street,,Active,Paved,No,,49.24762519799133,-123.1526914,BC
Cambie Bridge,Cambie Bridge,Protected Bike Lanes,R,Active,Paved,Yes,,49.27454737213475,-123.1146086,BC
Inverness,Inverness,Local Street,,Active,Paved,No,,49.21734064962549,-123.0800808,BC
Inverness,Inverness,Local Street,,Active,Paved,No,,49.218249713017386,-123.0800674,BC
Highbury,Highbury,Local Street,,Active,Paved,No,,49.27021820900312,-123.1875556,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.25897839017769,-123.1741634,BC
Hornby,Hornby,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27894669535716,-123.1273649,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.24688170766285,-123.1204552,BC
Cypress,Matthews Ave,Local Street,,Active,Paved,No,,49.25149240288369,-123.1458749,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.234828524100536,-123.1055806,BC
Richards,Richards,Protected Bike Lanes,R,Active,Paved,Yes,,49.27851398245264,-123.120254,BC
Off-Broadway,W 8th Ave,Local Street,,Active,Paved,Yes,,49.265025589439816,-123.1725518,BC
Seaside Bypass,W 1st Ave,Painted Lanes,NB,Active,Paved,Yes,,49.26818386551557,-123.1143316,BC
45th Ave,W 46th Ave,Local Street,,Active,Paved,No,,49.229309346346646,-123.1284306,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.26373248196704,-123.1739922,BC
Mosaic,McLean Drive,Local Street,,Active,Paved,Yes,,49.27535478038408,-123.0744395,BC
Gladstone,Gladstone,Local Street,,Active,Paved,No,,49.238935581914845,-123.0628236,BC
Midtown,E 29th Ave,Shared Lanes,,Active,Paved,Yes,,49.244551844830035,-123.0332369,BC
Off-Broadway,W 7th Ave,Local Street,,Active,Paved,No,,49.26541151241996,-123.1424966,BC
East Side Cross Cut,Lillooet St,Local Street,,Active,Paved,No,,49.27300072926035,-123.038901,BC
Keefer,Keefer,Local Street,,Active,Paved,No,,49.279306707158405,-123.0905911,BC
Arbutus Greenway,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.21698175161992,-123.1487519,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.24857311872371,-123.1049994,BC
Off-Broadway,W 8th Ave,Local Street,,Active,Paved,Yes,,49.26521777,-123.1850529,BC
Seaside Bypass,W 1st Ave,Protected Bike Lanes,SL,Active,Paved,No,,49.27112673137219,-123.1408751,BC
Nicola,Nicola,Local Street,,Active,Paved,No,,49.289203821577246,-123.1303095,BC
Hillcrest,E 29th Ave,Local Street,,Active,Paved,No,,49.24455350945401,-123.0750529,BC
Gladstone,Gladstone,Local Street,,Active,Paved,No,,49.237788210435646,-123.0620723,BC
Masumi Mitsui Greenway,E 59th Ave,Local Street,,Active,Paved,No,,49.21640652345644,-123.0798165,BC
Cambie,Cambie,Painted Lanes,NB,Active,Paved,Yes,,49.24270365773592,-123.1183397,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.258713239350634,-123.120043,BC
67th Ave,W 67th Ave,Local Street,,Active,Paved,No,,49.21077661,-123.1332763,BC
Masumi Mitsui Greenway,Prestwick Drive,Local Street,,Active,Paved,No,,49.21740577617085,-123.0715074,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.224914410373486,-123.1759863,BC
Pacific,Pacific St,Protected Bike Lanes,R,Active,Paved,Yes,,49.27560712773332,-123.1302778,BC
Masumi Mitsui Greenway,W 59th Ave,Protected Bike Lanes,R,Active,Paved,No,,49.21740380652452,-123.139861,BC
Off-Broadway,E 6th Ave,Local Street,,Active,Paved,No,,49.26520965779291,-123.0861505,BC
Chestnut,Chestnut,Local Street,,Active,Paved,No,,49.27089359232292,-123.1464426,BC
10th Ave,W 10th Ave,Local Street,,Active,Paved,Yes,,49.261415722095066,-123.0755842,BC
Heather,Heather,Local Street,PBT,Active,Paved,No,,49.26399383377887,-123.1198455,BC
Fraser River Trail,Gladstone St,Local Street,,Active,Paved,No,,49.20629090636505,-123.0622792,BC
Sunrise,N Kaslo,Local Street,,Active,Paved,No,,49.28697166,-123.0466933,BC
Cypress,W 68th Ave,Local Street,,Active,Paved,No,,49.21055183995092,-123.1428302,BC
York,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.27187061,-123.1457404,BC
Keefer,Heatley Ave,Local Street,,Active,Paved,No,,49.27845950518652,-123.0896493,BC
Seaside,Island Park Walk,Local Street,,Active,Paved,Yes,,49.27117527364838,-123.1395872,BC
Seabreeze,Granville,Local Street,,Active,Paved,No,,49.27377484872832,-123.1313642,BC
Musqueam Park Trail,,Protected Bike Lanes,OSS,Active,,No,,49.22832941302094,-123.1909548,BC
Smithe,Smithe,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27758345182654,-123.1172071,BC
